condition,model,sentence,target_phrase,avg_sentence_prob,target_phrase_prob,surprisal_after_mask
no_honorific,bert-kor-base,어제 저녁에 혼자서 할머니가 편지를 썼다.,편지를 썼다,-4.61426873012845,-1.8194231390953064,25.139270931433984
verb_only,bert-kor-base,어제 저녁에 혼자서 할머니가 편지를 쓰셨다.,편지를 쓰셨다,-4.161306419875473,-2.7913122276465097,25.35016018550558
noun_only,bert-kor-base,어제 저녁에 혼자서 할머니께서 편지를 썼다.,편지를 썼다,-4.447385385981761,-2.289456844329834,25.211654989529123
all_honorific,bert-kor-base,어제 저녁에 혼자서 할머니께서 편지를 쓰셨다.,편지를 쓰셨다,-3.7069833332465754,-2.3322180062532425,25.762750692509076
no_honorific,bert-kor-base,어제 저녁에 혼자서 할머니가 노래를 불렀다.,노래를 불렀다,-4.431924004107714,-0.7316173315048218,25.589147277144537
verb_only,bert-kor-base,어제 저녁에 혼자서 할머니가 노래를 부르셨다.,노래를 부르셨다,-3.8425840430427343,-1.8611688228944938,25.850538892676695
noun_only,bert-kor-base,어제 저녁에 혼자서 할머니께서 노래를 불렀다.,노래를 불렀다,-4.3256353955948725,-0.9764199703931808,25.656729579627587
all_honorific,bert-kor-base,어제 저녁에 혼자서 할머니께서 노래를 부르셨다.,노래를 부르셨다,-3.3308405521222286,-1.4393470740566652,26.25115665545773
no_honorific,bert-kor-base,어제 저녁에 혼자서 할머니가 티비를 봤다.,티비를 봤다,-4.014332560822368,-2.0779823859532676,24.526181674193413
verb_only,bert-kor-base,어제 저녁에 혼자서 할머니가 티비를 보셨다.,티비를 보셨다,-3.5404504041911826,-2.307869281619787,25.114084416180425
noun_only,bert-kor-base,어제 저녁에 혼자서 할머니께서 티비를 봤다.,티비를 봤다,-3.312257789178855,-1.7269791165987651,24.731658290277057
all_honorific,bert-kor-base,어제 저녁에 혼자서 할머니께서 티비를 보셨다.,티비를 보셨다,-2.6766926273703575,-1.2621412426233292,25.013759368695514
no_honorific,bert-kor-base,어제 저녁에 혼자서 할머니가 산책을 했다.,산책을 했다,-5.506138926904116,-5.552229404449463,25.25708592658104
verb_only,bert-kor-base,어제 저녁에 혼자서 할머니가 산책을 하셨다.,산책을 하셨다,-5.0279765561489125,-5.327341079711914,25.441509114476663
noun_only,bert-kor-base,어제 저녁에 혼자서 할머니께서 산책을 했다.,산책을 했다,-5.085878559504636,-6.004757881164551,25.183562655406586
all_honorific,bert-kor-base,어제 저녁에 혼자서 할머니께서 산책을 하셨다.,산책을 하셨다,-4.28942234365968,-4.80113673210144,25.330457853022736
no_honorific,bert-kor-base,어제 저녁에 혼자서 할머니가 정원을 가꿨다.,정원을 가꿨다,-4.748782191611826,-3.897825662046671,24.535911764648628
verb_only,bert-kor-base,어제 저녁에 혼자서 할머니가 정원을 가꾸셨다.,정원을 가꾸셨다,-4.28108430829727,-2.7923371847718954,25.5771002364169
noun_only,bert-kor-base,어제 저녁에 혼자서 할머니께서 정원을 가꿨다.,정원을 가꿨다,-4.438182540830564,-4.502728736400604,24.31843213539597
all_honorific,bert-kor-base,어제 저녁에 혼자서 할머니께서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.4558633605949582,-2.3884703423827887,25.735073868471027
no_honorific,bert-kor-base,어제 저녁에 혼자서 할머니가 빨래를 널었다.,빨래를 널었다,-4.203228838508949,-2.5309378107388816,25.128946468937386
verb_only,bert-kor-base,어제 저녁에 혼자서 할머니가 빨래를 널으셨다.,빨래를 널으셨다,-4.0605741554043355,-3.300867646932602,24.518705244395107
noun_only,bert-kor-base,어제 저녁에 혼자서 할머니께서 빨래를 널었다.,빨래를 널었다,-3.580383542821639,-2.202797214190165,24.99123101729369
all_honorific,bert-kor-base,어제 저녁에 혼자서 할머니께서 빨래를 널으셨다.,빨래를 널으셨다,-3.3266542533878236,-2.882539466023445,24.781216810949683
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 책을 읽었다.,책을 읽었다,-3.983685342905422,-2.0030791660149894,27.10239097727863
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 책을 읽으셨다.,책을 읽으셨다,-3.2384584959596396,-2.3200241047888994,26.24001768312665
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 책을 읽었다.,책을 읽었다,-4.098316541355517,-2.119231636325518,26.920669980793367
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 책을 읽으셨다.,책을 읽으셨다,-3.081131892930716,-1.6426668539643288,26.48684443192254
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 파스타를 먹었다.,파스타를 먹었다,-4.926714248334368,-4.021817048390706,25.147927850147813
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 파스타를 드셨다.,파스타를 드셨다,-4.011966867186129,-4.138366028666496,25.053975791773272
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 파스타를 먹었다.,파스타를 먹었다,-4.69175294186506,-4.5660080909729,24.652747146616374
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 파스타를 드셨다.,파스타를 드셨다,-4.149607381038368,-4.3769819885492325,25.0778414802682
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 호통을 쳤다.,호통을 쳤다,-4.136668357377251,-3.341990073521932,24.98012781735399
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 호통을 치셨다.,호통을 치셨다,-3.6944326302967965,-3.3092695772647858,25.363770204564258
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 호통을 쳤다.,호통을 쳤다,-4.514390166538457,-3.8767055670420327,24.991797872110933
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 호통을 치셨다.,호통을 치셨다,-3.8865139667876063,-3.3498254492878914,25.617126790648108
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 핸드폰을 샀다.,핸드폰을 샀다,-5.381120122619905,-7.801985263824463,25.090810348004464
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 핸드폰을 사셨다.,핸드폰을 사셨다,-4.409249640690784,-6.40181843439738,25.188997307173853
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 핸드폰을 샀다.,핸드폰을 샀다,-5.532938028336503,-8.52916955947876,24.886175758979444
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 핸드폰을 사셨다.,핸드폰을 사셨다,-4.571101128330661,-5.6427992184956866,24.872562988198354
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 편지를 썼다.,편지를 썼다,-4.217872258508578,-1.5129921436309814,25.291210036234634
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 편지를 쓰셨다.,편지를 쓰셨다,-3.8513967795297503,-2.702472055951754,25.587567788479014
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 편지를 썼다.,편지를 썼다,-4.330428015789948,-1.9607053399085999,25.286554121910477
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 편지를 쓰셨다.,편지를 쓰셨다,-3.828911432582471,-2.296977852781614,25.69800541583466
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 노래를 불렀다.,노래를 불렀다,-4.3663770543644205,-0.8031105697154999,25.815066439040336
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 노래를 부르셨다.,노래를 부르셨다,-3.5903952580152287,-2.6981941498816013,26.26269737926123
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 노래를 불렀다.,노래를 불렀다,-4.403336032642983,-1.0335244536399841,25.655108815125857
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 노래를 부르셨다.,노래를 부르셨다,-3.4789121651815043,-1.4378866037974756,26.102189410863986
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 티비를 봤다.,티비를 봤다,-3.7533726528700857,-2.112832317749659,25.08711203308031
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 티비를 보셨다.,티비를 보셨다,-2.8775540861301123,-1.6719048395752907,25.129612385761526
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 티비를 봤다.,티비를 봤다,-3.5659932530381613,-1.8625244398911793,24.456488800618978
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 티비를 보셨다.,티비를 보셨다,-2.883021771442145,-1.3938959687948227,24.538613956058985
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 산책을 했다.,산책을 했다,-4.905233460827731,-5.2946062088012695,24.959297278681486
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 산책을 하셨다.,산책을 하셨다,-4.566587598877959,-5.842634201049805,24.961531677281496
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 산책을 했다.,산책을 했다,-5.090476495097391,-6.027583599090576,24.845004488224095
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 산책을 하셨다.,산책을 하셨다,-4.491583270253614,-4.989357352256775,25.03692336797492
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 정원을 가꿨다.,정원을 가꿨다,-4.341576876372776,-3.8331001311540605,25.193534897434215
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 정원을 가꾸셨다.,정원을 가꾸셨다,-3.691679857671261,-2.8666834626346827,25.903366459576922
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 정원을 가꿨다.,정원을 가꿨다,-4.4357454663311895,-4.42563182041049,24.605029528238582
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.6029219538904727,-2.3721161540597677,26.270515022638847
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 빨래를 널었다.,빨래를 널었다,-3.7802764134895472,-1.9058771928151448,24.66384484311125
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 빨래를 널으셨다.,빨래를 널으셨다,-3.7593555836007,-3.3759252429008484,24.010008080367058
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 빨래를 널었다.,빨래를 널었다,-3.7860696473055415,-2.1091071367263794,24.354754871258194
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 빨래를 널으셨다.,빨래를 널으셨다,-3.6154231931082905,-2.8666629940271378,24.455242270365524
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 책을 읽었다.,책을 읽었다,-4.572308040922508,-2.3907951762278876,24.951848366107313
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 책을 읽으셨다.,책을 읽으셨다,-4.577161957406336,-3.2322387732565403,25.026912601833498
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 책을 읽었다.,책을 읽었다,-4.922529412200674,-2.9577145725488663,24.00913578436188
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 책을 읽으셨다.,책을 읽으셨다,-4.485882143593496,-2.9642984606325626,24.99430469122991
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 파스타를 먹었다.,파스타를 먹었다,-4.987381474580616,-3.7650327682495117,24.614421156836897
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 파스타를 드셨다.,파스타를 드셨다,-4.782404220559531,-4.301674336194992,24.98358122898331
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 파스타를 먹었다.,파스타를 먹었다,-5.520261269528419,-5.451718012491862,24.44342912604306
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 파스타를 드셨다.,파스타를 드셨다,-4.890088819174303,-4.907427430152893,24.618878947147262
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 호통을 쳤다.,호통을 쳤다,-5.212860668776557,-4.2514965534210205,24.718617877758035
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 호통을 치셨다.,호통을 치셨다,-4.863959313680728,-4.162900418043137,25.0059637390972
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 호통을 쳤다.,호통을 쳤다,-5.570218142820522,-4.864038626352946,24.407865865567043
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 호통을 치셨다.,호통을 치셨다,-4.908871545145909,-4.315094277262688,24.674342664119916
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 핸드폰을 샀다.,핸드폰을 샀다,-5.9056372524106076,-7.2241291999816895,24.391638958492837
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 핸드폰을 사셨다.,핸드폰을 사셨다,-5.439024498220533,-6.680170218149821,24.640947760905977
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 핸드폰을 샀다.,핸드폰을 샀다,-6.387201249732503,-7.7703776359558105,23.873682248542334
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 핸드폰을 사셨다.,핸드폰을 사셨다,-5.498349875211716,-6.665635744730632,24.259440710288818
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 편지를 썼다.,편지를 썼다,-5.299786280574543,-2.8504607677459717,24.317763466849414
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 편지를 쓰셨다.,편지를 쓰셨다,-4.824093492468819,-3.548729360103607,24.049327441937915
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 편지를 썼다.,편지를 썼다,-5.544349995441735,-3.290113687515259,23.94234047448918
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 편지를 쓰셨다.,편지를 쓰셨다,-4.741978429025039,-3.581928531328837,24.052313060756894
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 노래를 불렀다.,노래를 불렀다,-4.697599511327488,-0.6067198812961578,24.63586532960768
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 노래를 부르셨다.,노래를 부르셨다,-4.2088569041807204,-1.9930983980496724,24.634995785324918
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 노래를 불렀다.,노래를 불렀다,-5.127814001669841,-1.2479890212416649,24.155232982478026
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 노래를 부르셨다.,노래를 부르셨다,-4.3542106514796615,-2.164360805104176,24.72554946651841
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 티비를 봤다.,티비를 봤다,-4.3392187228892,-2.2539663314819336,23.589957653899734
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 티비를 보셨다.,티비를 보셨다,-4.050970998489195,-2.5016039572656155,24.5321391532193
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 티비를 봤다.,티비를 봤다,-4.856515390565619,-2.805008331934611,23.083549922919968
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 티비를 보셨다.,티비를 보셨다,-4.072226432048613,-2.4851509109139442,24.584325568797112
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 산책을 했다.,산책을 했다,-6.293843542092612,-7.232996702194214,24.179789353298823
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 산책을 하셨다.,산책을 하셨다,-6.172686911454158,-7.942877531051636,24.94087449712106
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 산책을 했다.,산책을 했다,-6.656312522079263,-8.115233182907104,23.233117042999922
